age,work_class,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,fifty_k
33,Local-gov,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
40,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
44,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
60,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
43,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
54,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
63,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
31,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
61,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
58,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
25,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
28,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
32,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
59,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
50,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
50,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
51,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
38,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
59,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
32,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
58,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
55,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
58,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
40,Private,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
40,Private,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
64,State-gov,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
42,Local-gov,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K
40,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
47,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
44,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
38,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
51,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
38,Self-emp-not-inc,10th,6,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
31,Private,10th,6,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
64,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
59,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
58,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
46,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
48,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
53,State-gov,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
43,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Yugoslavia,<=50K
52,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,41,United-States,<=50K
57,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,<=50K
63,Private,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,<=50K
55,Local-gov,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
46,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
25,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
42,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
55,Private,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K
32,Self-emp-not-inc,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K
51,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,<=50K
39,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,<=50K
52,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,<=50K
54,Local-gov,10th,6,Married-civ-spouse,Protective-serv,Husband,White,Male,45,United-States,<=50K
52,Self-emp-inc,10th,6,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K
52,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K
34,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K
48,Private,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
59,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K
47,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,United-States,>50K
52,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,47,United-States,>50K
37,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,<=50K
61,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,<=50K
27,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,<=50K
28,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
37,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
58,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
40,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
63,Self-emp-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
21,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K
70,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K
49,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K
35,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K
55,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
42,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
59,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
55,Self-emp-not-inc,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
53,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K
83,Self-emp-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,>50K
55,Self-emp-not-inc,10th,6,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
58,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K
61,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K
47,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,<=50K
26,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K
61,Private,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,<=50K
30,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,<=50K
37,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,<=50K
27,Local-gov,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K
45,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K
52,Self-emp-not-inc,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K
53,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K
36,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K
44,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States,<=50K
39,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States,<=50K
54,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States,<=50K
41,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K
50,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K
56,Self-emp-not-inc,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K
39,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K
45,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,<=50K
47,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,<=50K
54,Self-emp-not-inc,10th,6,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,<=50K
48,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,>50K
36,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,70,Mexico,<=50K
45,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,<=50K
21,Private,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,<=50K
44,Self-emp-not-inc,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,70,United-States,<=50K
48,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,<=50K
35,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,70,United-States,<=50K
48,Self-emp-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,<=50K
67,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,<=50K
32,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,80,United-States,>50K
26,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,99,United-States,<=50K
27,Private,10th,6,Married-civ-spouse,Craft-repair,Other-relative,White,Male,55,United-States,<=50K
23,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,40,Vietnam,<=50K
26,Private,10th,6,Married-civ-spouse,Craft-repair,Own-child,Black,Male,40,United-States,<=50K
42,Private,10th,6,Married-civ-spouse,Craft-repair,Own-child,Other,Male,43,United-States,>50K
17,Private,10th,6,Married-civ-spouse,Sales,Own-child,White,Female,30,United-States,<=50K
25,Private,10th,6,Married-civ-spouse,Other-service,Own-child,White,Female,35,United-States,<=50K
36,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,40,United-States,<=50K
29,Private,10th,6,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,40,United-States,<=50K
28,Federal-gov,10th,6,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,40,United-States,<=50K
56,Private,10th,6,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,30,Japan,>50K
40,Private,10th,6,Married-civ-spouse,Other-service,Wife,Black,Female,32,United-States,<=50K
55,Private,10th,6,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,<=50K
25,Private,10th,6,Married-civ-spouse,Protective-serv,Wife,Black,Female,50,United-States,<=50K
28,Private,10th,6,Married-civ-spouse,Craft-repair,Wife,Other,Female,48,Guatemala,<=50K
58,Private,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,8,United-States,<=50K
36,Private,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,24,United-States,<=50K
81,Self-emp-inc,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,28,United-States,<=50K
32,Private,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,United-States,<=50K
52,Private,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,35,United-States,<=50K
59,Self-emp-not-inc,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,36,United-States,<=50K
27,Private,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,Mexico,<=50K
48,Private,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
26,Private,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
29,Private,10th,6,Married-civ-spouse,Farming-fishing,Wife,White,Female,40,United-States,<=50K
26,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,40,United-States,<=50K
22,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,<=50K
24,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,<=50K
25,Private,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
37,Self-emp-not-inc,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
22,Private,10th,6,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,<=50K
58,Self-emp-inc,10th,6,Married-civ-spouse,Transport-moving,Wife,White,Female,40,United-States,<=50K
46,Private,10th,6,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,37,China,<=50K
59,Private,10th,6,Married-spouse-absent,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,40,India,<=50K
32,Private,10th,6,Married-spouse-absent,Other-service,Not-in-family,Black,Female,37,United-States,<=50K
47,Private,10th,6,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,45,United-States,<=50K
39,Self-emp-not-inc,10th,6,Married-spouse-absent,Other-service,Not-in-family,White,Female,15,United-States,<=50K
53,Private,10th,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,40,Columbia,<=50K
41,Private,10th,6,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
20,Private,10th,6,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
69,Self-emp-not-inc,10th,6,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,45,United-States,<=50K
53,Self-emp-not-inc,10th,6,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,99,United-States,<=50K
51,Private,10th,6,Married-spouse-absent,Craft-repair,Other-relative,White,Male,40,United-States,<=50K
19,Self-emp-not-inc,10th,6,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
44,Private,10th,6,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,30,United-States,<=50K
29,Private,10th,6,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,Mexico,<=50K
28,Private,10th,6,Married-spouse-absent,Craft-repair,Unmarried,White,Male,40,Mexico,<=50K
22,Private,10th,6,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,84,United-States,<=50K
45,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40,Vietnam,<=50K
61,State-gov,10th,6,Never-married,Other-service,Not-in-family,Black,Female,38,United-States,<=50K
36,Private,10th,6,Never-married,Transport-moving,Not-in-family,Black,Female,40,United-States,<=50K
26,Private,10th,6,Never-married,Adm-clerical,Not-in-family,Black,Male,20,United-States,<=50K
49,Self-emp-not-inc,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,32,United-States,<=50K
33,Private,10th,6,Never-married,Adm-clerical,Not-in-family,Black,Male,40,United-States,<=50K
26,Private,10th,6,Never-married,Farming-fishing,Not-in-family,Black,Male,40,United-States,<=50K
43,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K
46,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K
43,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K
42,Private,10th,6,Never-married,Transport-moving,Not-in-family,Black,Male,40,United-States,<=50K
21,Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,Other,Male,40,Dominican-Republic,<=50K
20,Private,10th,6,Never-married,Sales,Not-in-family,Other,Male,40,United-States,<=50K
24,Private,10th,6,Never-married,Sales,Not-in-family,White,Female,15,United-States,<=50K
46,Private,10th,6,Never-married,Other-service,Not-in-family,White,Female,25,Ecuador,<=50K
22,Private,10th,6,Never-married,Sales,Not-in-family,White,Female,25,United-States,<=50K
26,Self-emp-not-inc,10th,6,Never-married,Prof-specialty,Not-in-family,White,Female,32,United-States,<=50K
36,Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Female,34,United-States,<=50K
21,Private,10th,6,Never-married,Other-service,Not-in-family,White,Female,35,United-States,<=50K
21,Private,10th,6,Never-married,Adm-clerical,Not-in-family,White,Female,39,United-States,<=50K
25,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,Columbia,<=50K
22,Private,10th,6,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
26,Private,10th,6,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
23,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
23,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
28,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
19,Private,10th,6,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
